,Unnamed: 0,Message,Narrative,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
841,,want share excit news want say su c cbcf dream team support cibc made possibl thank donor support new type drug cx su c cbcf dream team studi approv proceed clinic trial health canada drug help slow growth cancer caus cancer cell die clinic trial help scientist learn potenti find here,0,,,,
842,,want know,0,,,,
843,,nan,0,,,,
844,,know get enough physic activ regular basi help protect least type cancer includ breast cancer check tip help live healthier reduc cancer risk in,0,,,,
845,,cibc run cure almost hope excit reimagin event includ inspir open ceremoni energet warm special guest perform canadian artist tip help prepar run day octob updat facebook profil pictur custom run frame show support map walk run rout share your get readi post photo social media hashtag cibcrunforthecur download cibc run cure mobil app keep fundrais unlock fun avatar accessori gear make sure everyth need fun success run check websit find run day particip kit event day schedul https bit ly xd https support cancer ca site spageserv pagenam rftc nw eventday src soo facebook fwbc social subsrc tipstoprepar cibcrftc utm sourc soo facebook fwbc utm medium social utm content tipstoprepar utm campaign cibcrftc,0,,,,
846,,call cibcrunforthecur particip excit share run day particip kit avail download use inform resourc kit make run day octob memor fun uniqu experi insid find event day schedul detail mobil app creat avatar finish line idea celebr run walk accomplish delici brunch recip chef lani gagnon enjoy run printabl poster pinni colour sheet badg use home find everyth need know reimagin cibc run cure,0,,,,
847,,canadian cancer societi cibc run cure month away whether plan walk run octob check tip help plan rout prepar run day use googl map map program chart rout turn onlin walk run communiti find suggest path trail give test walk run tri rout ahead run day familiar share favourit place walk run comment inspir other regist cibcrunforthecur still time join show support canadian affect breast cancer sign kind reimagin run help us prove togeth forc life face breast cancer https bit ly qm r c https support cancer ca site spageserv pagenam rftc nw home src soo facebook fwbc social subsrc runroutetip cibcrftc utm sourc soo facebook fwbc utm medium social utm content runroutetip utm campaign cibcrftc,0,,,,
848,,mai quel parcour inspir seulement an maya est la preuv que l ge nest quun chiffr en mati de collect de fond au cour de sa premi ann e implic pour lacoursealaviecibc de la soci canadienn du cancer l quip maya shore amass aujourdhui maya encourag les autr cr er leur propr collect de fond tout comm ell la fait son conseil allez butez,0,,,,
849,,canadian cancer societi cibcrunforthecur mean sheena particip run way fulfil mother promis make breast cancer beatabl mother pass away want everyth could help ensur face cancer futur run import today sheena continu fundrais run memori mother give hope support other affect cancer inspir other share motiv run,1,,,,
850,,thank togeth rais estim appreci everyon involv cibcrunforthecur thank particip volunt run director organ committe sponsor donor support make year event success,0,,,,
851,,need help fundrais cibcrunforthecur toolkit tip download poster much find everyth need rais fund make differ canadian affect breast cancer,0,,,,
852,,question post mastectomi breast reconstruct consult resourc http bit ly lcexxb http www bra day com breast reconstruct,0,,,,
853,,learn breast health visit cbcf org,0,,,,
854,,hear women feel afraid go mammogram tell would afraid go proof earli detect realli import star adam breast cancer survivor book mammogram today call gohav watch video learn more,1,,,,
855,,get shop good caus shopper drug mart spring beauti gala direct support women health get pamper beautifi spoil favourit shopper drug mart beauti expert fund rais ticket sale go excit initi digit mobil mammographi coach bc ontario interact onlin breast screen decis aid provid women person screen guid sdmbeautygala come saturday april visit local shopper drug mart purchas ticket today miss visit cbcf org springbeautygala,0,,,,
856,,cancer research chang live support canadian cancer societi make happen help next research breakthrough could horizon givingtuesday global day give back decemb join us drive innov forward canadian affect cancer includ breast cancer donat could match doubl impact,0,,,,
857,,mani peopl cancer take counter drug like ranitidin zantac reliev heartburn side effect chemotherapi littl known drug direct affect cancer dr jean marshal dalhousi univers show ranitidin block breast cancer mice effect immun cell proven work peopl could rapid repurpos safe afford new breast cancer treatment prevent tool women yourdonationsatwork cancerresearch bcam,0,,,,
858,,what favourit type appl halfyourpl,0,,,,
859,,diagnos breast cancer week father death spring discov lump take morn shower core biopsi would confirm type breast cancer breast surgeri chemotherapi radiat would follow mother breast cancer survivor written chequ breast cancer caus everi year sinc mother diagnos never thought go gone year earlier fall rememb day cibc run cure come groceri store bald realiz drive street rope saw peopl pink run start cri realiz run peopl like moment first felt deep connect get involv caus felt help get treatment barbara breast cancer survivor togeth chang futur breast cancer make promis help sign cibcrunforthecur http bit ly p fhfp,1,,,,
860,,thrill announc effect today offici merg oper canadian cancer societi join us chang profil photo support cancer togetherwearestrong http bit ly kh bga http twibbon com support togeth stronger,0,,,,
861,,pleas introduc new storytel seri begin wendi person journey,0,,,,
862,,simpli word captur grate honour proud support thousand canadian canada support caus make work possibl make advanc research technolog possibl make free patient inform support servic possibl make futur without breast cancer possibl that thrill announc support passion caus help rais estim million today behalf us cbcf affect breast cancer thank thank believ work creat futur without breast cancer,0,,,,
863,,everi year ten thousand peopl canada unit togeth canadian cancer societi cibcrunforthecur behind everi particip stori stori hope resili strength love passion chang futur breast cancer share motiv walk run stori could inspir other,0,,,,
864,,cathi diagnos breast cancer life came shock halt found hard sleep initi found diagnosi hard believ explain cathi undergo chemotherapi radiat receiv lumpectomi cathi cancer free today use person experi help women overwhelm diagnosi live cancer appreci talk someon similar journey say cathi get share experi worri fear get answer question person expect futur support make world differ thank support partner like tetley canada help survivor like cathi make last impact live other way go cathi,1,,,,
