,Message,Narrative,,,,
,"When we think of breasts, we tend to think of women. But men also have breast tissue and can develop breast diseases, including breast cancer. Although breast cancer in men is rare, it does happen. An estimated 220 Canadian men will be diagnosed this year and an estimated 60 Canadian men will die of breast cancer. Learn more…",,,,,
,"Here is a photo of the proclamation with Nova Scotia's Minister of Health, Leo Glavine, and CBCF staff. Today was officially declared Get Pink'd! Day in Nova Scotia! #GetPinkd",,,,,
,"“I remember looking at my two daughters - who were one and three at the time - and wondering if I’d be around to see them grow up. For me, wondering about my future was the hardest part of it all.” Meet Stacy from Prince Edward Island…",,,,,
,"What if there was an easy and convenient way to screen for #breastcancer at home? That’s exactly what Dr Elijah Van Houten and his team are hoping to achieve by developing a bra that can detect small breast tumours. If successful, this technology could offer women a simple and convenient way to undergo continuous, daily screening at home. It could also be used to help detect recurrent breast cancers so they can be caught and treated earlier. Learn more about Dr Van Houten’s research and read about other researchers harnessing technology to change the future of cancer.",,,,,
,"As part of the Canadian Cancer Society's ongoing efforts to better understand the continued impact of #COVID19 on people living with cancer and their caregivers, we would appreciate hearing about your experiences in this new, short and confidential survey. Complete the survey by November 15.",,,,,
,"Thanks to YOU, our 25,000 #CIBCRunfortheCure participants nationwide, this year we’ve raised $8.5 million for the breast cancer cause at the Canadian Cancer Society! And while we couldn’t be together physically, as a collective we walked a total distance of 115,00 kilometres – that's like going around the world nearly 3X!",,,,,
,"The #CIBCRunfortheCure is almost here! This Sunday, October 4, Canadians across the country will come together to participate in our first-ever virtual Run. While the event might look a bit different this year, the reason behind the Run remains the same – to raise funds for groundbreaking breast cancer research and a coast-to-coast support system that makes a real difference for people affected by breast cancer. We all have a reason to walk or run – whether you're supporting a loved one or want to spread hope for all Canadians living with or beyond breast cancer. Let us know why you’re participating in the Run in the comments below! ⬇️ And swipe through to our digital ""I Never Stop Running For..."" image that you can screenshot and share online!",,,,,
,"We’re excited to offer participants of the Canadian Cancer Society CIBC Run for the Cure the chance to win one of three KitchenAid® prizes – but for a limited time only! For every $25 you fundraise or donate online from August 10 at 12:00 a.m. PST to August 14, 2020 at 11:59 p.m. PST, you will receive one entry for a chance to win one of three KitchenAid Artisan® Mini Stand Mixers, each valued at $479.99.* Sign up to join us at this year’s event on October 4, 2020 and help us prove that no one has to face breast cancer alone. For full rules and regulations: https://bit.ly/2Djzlfv:=:https://support.cancer.ca/site/SPageNavigator/RFTC_NW_rules_and_regs_kitchenaid.html?s_locale=en_CA&s_src=soo-facebook-fwbc_social&s_subsrc=kitchenaidstandmixerincentive_cibcrftc2020&utm_source=soo-facebook-fwbc&utm_medium=social&utm_content=lodgesreopening&utm_campaign=cibcrftc2020",,,,,
,"For a loved one, for a friend, for a coworker, for yourself – no matter who you show up for on Run Day, your participation will make an impact on the lives of Canadians affected by breast cancer. When you join the #CIBCRunfortheCure, you’re part of a collective of thousands of people across the country who are changing the future of breast cancer. Learn more about how you can get involved and sign up today: https://bit.ly/3ccW73I:=:https://support.cancer.ca/site/SPageServer/?NONCE_TOKEN=7B357308B0400BF657015B39F3DFB976&pagename=RFTC_NW_home&s_src=soo-facebook-fwbc_social&s_subsrc=whoyoushowupfor_cibcrftc2020&utm_source=soo-facebook-fwbc&utm_medium=social&utm_content=whoyoushowupfor&utm_campaign=cibcrftc2020",,,,,
,"Although a tremendous amount of progress has been made against breast cancer, our work isn't done. Breast cancer is still the most commonly diagnosed cancer and the second leading cause of cancer death among Canadian women. But with your help, we can continue to fund the best and brightest researchers and provide the emotional support needed to those affected by this disease. Change the future of breast cancer today: http://bit.ly/2MXmp0Q",,,,,
,"Thanks to passionate #CIBCRunfortheCure supporters, like you, we're helping change the future of breast cancer. Since 1986, the female breast cancer death rate has dropped by nearly half! Incredible progress is being made but there’s still more to be done. Join us in making breast cancer beatable: http://bit.ly/2McY4Cl",,,,,
,There are only 3 more days until the #CIBCRunfortheCure! Are you ready to change the future of breast cancer? We’re excited to see you at this year’s event and we want to hear from you! Leave a comment to share what motivates you to run or walk with us on Sunday.,,,,,
,"On estime que chaque jour, 75 personnes reçoivent un diagnostic de cancer au Canada! En ce #MoisDeLaSensibilisationAuCancerDuSein, nous tenions à remercier de généreux alliés comme vous puisque la recherche sur le cancer du sein fait d’importants progrès, ce qui permet aux personnes atteintes de la maladie de profiter pleinement de la vie! Voyez comment votre appui a changé l’avenir du cancer du sein. ❤️",,,,,
,"This is a special throwback for Breast Cancer Awareness Month from Lianne in Vancouver. She shared her #CIBCRunfortheCure bib from 2010. Diagnosed with breast cancer just three weeks before that event, Lianne decided to take part in celebration of her life and to help make breast cancer beatable. ❤ Share some of your memories from Run with us in the comments!",,,,,
,"""My hair is going to grow back but in the meantime, I have a beautiful wig made with real hair. And best of all, it was free. I still can't really believe it."" - After losing her hair as a result of chemotherapy, Corinne decided to embrace her hair loss with optimism and positivity. Together with @PanteneNA and the Beautiful Lengths program, we are able to provide patients, like Corinne, with free wigs.",,,,,
,These are just a few photos that capture many of the fun and inspirational moments from the #CIBCRunfortheCure!,,,,,
